Department,Sub-Department,Billing Classification,Billing Code,"Description
",2011/2012,2012/2013,2012/2013,2013/2014
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,2007/08 City-Owned Sidewalks,"$6,366","$5,980","$5,980","$5,573"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,2008 Unimproved Streets Overlay,"$7,275","$6,834","$6,834","$6,370"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,Geddes Streetscape Phase I,"$14,550","$13,667","$13,667","$12,738"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,Road Reconstruction-2008,"$145,503","$136,670","$136,670","$127,384"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,425,DPW Energy Retrofit,"$5,660","$5,316","$5,316","$4,955"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Parking Garage Rehabilitation-2005,"$13,632","$12,744","$12,744","$11,808"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,101 Chester St.,"$2,098","$1,960","$1,960","$1,816"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Sunnycrest Ice Rink,"$12,584","$11,762","$11,762","$10,900"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Street Lighting Improvements-2006/07,"$10,486","$9,802","$9,802","$9,084"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Traffic Signal Loop,"$2,726","$2,548","$2,548","$2,362"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Central Business District Sidewalks,"$3,146","$2,940","$2,940","$2,726"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,S. Geddes Streetscape Phase I,"$3,074","$2,874","$2,874","$2,664"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Retaining Walls,"$25,166","$23,526","$23,526","$21,800"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,AXA Towers Design,"$1,380","$1,290","$1,290","$1,196"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Butternut Corridor Streetscape Phase II,"$14,680","$13,724","$13,724","$12,716"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Fire Station Repairs,"$4,824","$4,510","$4,510","$4,178"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Fire Apparatus Replacement-2007,"$27,180","$25,408","$25,408","$23,544"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Homer Wheaton Park,"$2,098","$1,960","$1,960","$1,816"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Traffic Sign Rehabilitation Phase V,"$2,098","$1,960","$1,960","$1,816"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Symphony Square Design,"$6,300","$5,890","$5,890","$5,458"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,AXA Towers Renovation,"$15,398","$14,394","$14,394","$13,338"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Ward Bakery Site,"$2,098","$1,960","$1,960","$1,816"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,2008/09 City-Owned Sidewalks,"$7,340","$6,862","$6,862","$6,358"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Belge Settlement,"$31,458","$29,408","$29,408","$27,250"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,2008/09 Police Capital Equipment,"$30,346","$28,368","$28,368","$26,288"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,2008/09 DPW Capital Equipment,"$19,504","$18,232","$18,232","$16,896"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,2008/09 Parks Capital Equipment,"$10,570","$9,880","$9,880","$9,156"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,2008/09 Engineering Capital Equipment,"$3,692","$3,450","$3,450","$3,198"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,430,Road Reconstruction-2009,"$209,722","$196,046","$196,046","$181,670"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2009/10 Police Capital Equipment,"$27,492","$24,826","$24,826","$22,333"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2009/10 Parks Capital Equipment,"$10,096","$9,117","$9,117","$8,201"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2007/08 Parking Garage Rehab,"$5,629","$5,083","$5,083","$4,572"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Culvert/Drainage Improvements,$880,$794,$794,$714
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Minor Bridge Repair,$880,$794,$794,$714
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Culvert/Drainage Improvements,"$4,397","$3,970","$3,970","$3,572"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2009/10 DPW Vehicles,"$19,066","$17,217","$17,217","$15,488"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Traffic Signal Upgrade Design,"$3,905","$3,526","$3,526","$3,172"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2010/11 Road Recon-TIP,"$35,177","$31,766","$31,766","$28,576"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2010/11 Road Recon,"$70,355","$63,533","$63,533","$57,153"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Street Lighting Improvements-2007/08,"$10,553","$9,530","$9,530","$8,573"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Sibley's Garage Study,"$18,891","$17,058","$17,058","$15,345"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2009/10 Fire Vehicles,"$4,256","$3,843","$3,843","$3,457"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,Fire Apparatus Replacement-2009,"$54,245","$48,985","$48,985","$44,065"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,435,2010 Settled Claim,"$105,532","$95,299","$95,299","$85,729"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,Fire Station Repairs,"$2,219",$791,$791,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,1997/98 City-Owned Sidewalk Improvements,"$1,211",$432,$432,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,1998/99 Street Reconstruction,"$8,741","$3,116","$3,116",$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,Traffic Signal Interconnect,"$1,861",$663,$663,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,1998/99 City-Owned Sidewalk Improvements,"$1,615",$576,$576,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,1998/99 Kirkpatrick/Solar Streets,"$1,429",$509,$509,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,Valley Pool Improvements,"$2,019",$720,$720,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,450,Park Improvements,"$1,374",$490,$490,$0
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Hiawatha Boulevard,"$10,002","$9,078","$9,078","$7,672"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Construction of Salt Shed,"$3,782","$3,432","$3,432","$2,902"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,MONY Garage,"$10,506","$9,536","$9,536","$8,060"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Public Infrastructure,"$21,012","$19,070","$19,070","$16,118"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Unimproved Streets Overlay,"$9,456","$8,582","$8,582","$7,254"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,City-Owned Sidewalks,"$4,202","$3,814","$3,814","$3,224"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,2001/02 Street Construction,"$119,242","$108,226","$108,226","$91,472"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Fire Station Repairs,"$2,206","$2,002","$2,002","$1,692"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Fire Apparatus,"$27,146","$24,640","$24,640","$20,826"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,First Response Vehicle,"$2,522","$2,288","$2,288","$1,934"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,DPW Equipment,"$22,462","$20,386","$20,386","$17,230"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Parking Lot #3 Improvements,"$3,152","$2,860","$2,860","$2,418"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,2001/02 DPW Building Improvements,"$4,202","$3,814","$3,814","$3,224"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Environmental Investigation 2176 Erie Blvd.,"$3,194","$2,898","$2,898","$2,450"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,455,Environmental Investigation 1410 Erie Blvd.,"$3,508","$3,184","$3,184","$2,692"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,2010/11 Police Capital Equipment,"$20,202","$20,898","$20,898","$20,098"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,2010/11 DPW Capital Equipment,"$62,191","$64,336","$64,336","$61,870"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,Erie Blvd. Bridge over RR Spur,"$10,893","$11,268","$11,268","$10,838"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,2010/11 Engineering Capital Equipment,"$6,318","$6,536","$6,536","$6,286"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,2010/11 Fire Vehicles,"$6,259","$6,476","$6,476","$6,226"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,Fire Apparatus,"$22,777","$23,562","$23,562","$22,660"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,460,Sutton Settlement,"$158,448","$163,912","$163,912","$157,632"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2011/12 Park Facility,$0,$0,"$4,311","$4,460"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,Onondaga Park Firebarn,$0,$0,"$10,266","$10,620"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,Skiddy/Kirk Park,$0,$0,"$1,846","$1,910"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2011/12 DPW Facility,$0,$0,"$7,395","$7,650"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2011/12 DPW Vehicles,$0,$0,"$21,199","$21,930"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2006/07 DPW Parking Area Ph. II,$0,$0,"$1,063","$1,100"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2011/12 Road Recon,$0,$0,"$61,853","$63,986"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,2012/13 Road Recon,$0,$0,"$92,808","$96,008"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,Haz-Mat Vehicle,$0,$0,"$6,305","$6,522"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,Lee Settlement,$0,$0,"$14,916","$15,430"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,Lore Settlement,$0,$0,"$10,295","$10,650"
GENERAL FUND DEBT SERVICE,SERIAL BONDS-INTEREST,,475,New Debt,$0,"$450,000",$0,"$400,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,101,Salaries ,"$874,592 ","$1,071,500 ","$961,000","$1,207,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,102,Wages ,"$2,669,076","$3,066,500 ","$2,850,000","$3,047,553"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,103,Temporary Services,"$83,458   ","$100,000","$100,000 ","$100,000 "
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,104,Overtime,"$407,122 ","$350,000 ","$400,000","$350,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,108,Tool Allowance,$200,"$1,000 ",$400,"$1,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,100 PERSONAL SERVICES,110,Uniform Allowance ,"$13,650 ","$15,050 ","$14,525 ","$15,050"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,200 EQUIPMENT,202,Office Equipment & Furnishings,"$4,824","$5,000 ","$5,000","$5,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,200 EQUIPMENT,206,"Tools, Operating Equipment & Livestock","$44,765 ","$141,000 ","$50,000 ","$130,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,401,Motor Equipment Operating Supplies,"$202,172 ","$252,500","$200,000 ","$257,900"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,402,Motor Equipment Repair Supplies,"$212,552 ","$427,000 ","$250,000 ","$383,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,403,Office Supplies,"$14,216","$12,500 ","$12,500 ","$15,500"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,405,Functional Operating Supplies & Expenses,"$939,137 ","$1,362,450 ","$950,000 ","$1,500,250"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,407,Equipment Repair Supplies & Expenses,"$9,971","$25,000 ","$11,000","$25,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,408,Uniforms,"$8,782 ","$13,000 ","$8,500 ","$13,600"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,411,Utilities,"$1,493,168","$2,022,400 ","$1,620,520 ","$1,400,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,412,City-Provided Services,"$1,305,518 ","$1,500,000 ","$1,515,902 ","$1,500,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,414,City-Provided Services: Police/Fire,"$4,781,767 ","$1,983,337 ","$1,850,000 ","$1,780,898"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$970,716 ","$3,767,250 ","$1,267,250 ","$1,707,750"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development","$51,784 ","$81,000","$65,000","$82,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,418,Postage & Freight,"$2,414","$4,200 ","$4,200 ","$4,300"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,430,Payments to Other Governments,"$48,000","$48,000","$48,000","$48,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,499,Staff Assistance ,"$104,755 ","$150,000 ","$150,000 ","$150,000"
AVIATION ENTERPRISE FUND,DEPARTMENT OF AVIATION,400 CONTRACTUAL EXPENSES,-,TOTAL:,"$14,242,639 ","$16,398,687 ","$12,333,797 ","$13,723,801"
WATER FUND,DIVISION OF WATER FINANCE,100 PERSONAL SERVICES,101,Salaries ,"$391,057 ","$397,658 ","$413,930 ","$432,250"
WATER FUND,DIVISION OF WATER FINANCE,100 PERSONAL SERVICES,104,Overtime,$12,$0,$0,$0
WATER FUND,DIVISION OF WATER FINANCE,100 PERSONAL SERVICES,106,Car Allowance,"$4,642 ","$5,550 ","$4,624","$5,550"
WATER FUND,DIVISION OF WATER FINANCE,100 PERSONAL SERVICES,110,Uniform Allowance ,$175,$175,$175,$175
WATER FUND,DIVISION OF WATER FINANCE,200 EQUIPMENT,202,Office Equipment & Furnishings,"$2,476 ","$1,500 ","$1,486 ","$1,500"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,403,Office Supplies,"$1,554","$2,500","$2,500","$2,500"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,405,Functional Operating Supplies & Expenses,"$5,272 ","$6,600","$5,500 ","$6,600"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,408,Uniforms,"$2,915","$3,000 ","$2,600 ","$3,076"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$34,057 ","$110,975 ","$62,400 ","$50,546"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development",$161 ,$175 ,$150 ,$175
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,418,Postage & Freight,"$45,000","$49,000","$49,000","$49,000"
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,430,Payments to Other Governments,$0,$750 ,$100,$750
WATER FUND,DIVISION OF WATER FINANCE,400 CONTRACTUAL EXPENSES,-,TOTAL: ,"$487,321 ","$577,883 ","$542,465 ","$552,122"
WATER FUND,DIVISION OF ENGINEERING,100 PERSONAL SERVICES,101,Salaries ,"$333,702 ","$406,739 ","$339,052 ","$408,250"
WATER FUND,DIVISION OF ENGINEERING,100 PERSONAL SERVICES,104,Overtime,$365 ,$500,$500 ,$800
WATER FUND,DIVISION OF ENGINEERING,100 PERSONAL SERVICES,110,Uniform Allowance ,$175 ,$175,$175,$175
WATER FUND,DIVISION OF ENGINEERING,200 EQUIPMENT,202,Office Equipment & Furnishings,$791 ,"$4,700 ","$4,500 ","$4,700"
WATER FUND,DIVISION OF ENGINEERING,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$293,755 ","$502,500 ","$450,000 ","$402,500"
WATER FUND,DIVISION OF ENGINEERING,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development",$0,"$5,300 ","$4,900 ","$5,300"
WATER FUND,DIVISION OF ENGINEERING,400 CONTRACTUAL EXPENSES,,TOTAL: ,"$628,788","$919,914 ","$799,127 ","$821,725"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,101,Salaries ,"$117,809 ","$107,040 ","$117,747 ","$107,000"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,102,Wages ,"$208,202 ","$179,421","$179,000 ","$184,796"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,103,Temporary Services,$0,"$3,840 ","$1,000 ","$3,840"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,104,Overtime,"$12,770 ","$11,604 ","$10,000 ","$11,604"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,106,Car Allowance,"$3,614 ","$7,200 ","$5,200 ","$2,700"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,100 PERSONAL SERVICES,110,Uniform Allowance ,"$1,225","$1,225","$1,225","$1,225"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,200 EQUIPMENT,202,Office Equipment & Furnishings,"$1,585","$2,500 ","$2,000 ","$2,500"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,200 EQUIPMENT,206,"Tools, Operating Equipment & Livestock",$0 ,"$4,000","$3,500 ","$4,000"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,401,Motor Equipment Operating Supplies,"$13,221 ","$15,000","$11,000 ","$15,000"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,402,Motor Equipment Repair Supplies,$0 ,$500 ,$400 ,$500
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,405,Functional Operating Supplies & Expenses,"$465,763 ","$628,174 ","$575,000","$628,174"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,407,Equipment Repair Supplies & Expenses,"$1,040","$8,000","$7,500 ","$8,000"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,411,Utilities,"$13,587 ","$27,600 ","$20,000 ","$27,600"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$43,452 ","$98,126 ","$95,000 ","$95,222"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development","$1,283","$1,800 ","$1,500 ","$2,000"
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,418,Postage & Freight,$0 ,$150 ,$50 ,$150
WATER FUND,WATER QUALITY MANAGEMENT SECTION,400 CONTRACTUAL EXPENSES,-,TOTAL: ,"$883,551 ","$1,096,180 ","$1,030,122 ","$1,094,311"
WATER FUND,SKANEATELES WATERSHED PROGRAM,100 PERSONAL SERVICES,101,Salaries ,"$111,156 ","$113,000 ","$92,204 ","$91,386"
WATER FUND,SKANEATELES WATERSHED PROGRAM,100 PERSONAL SERVICES,110,Uniform Allowance ,$175,$175,$175,$0
WATER FUND,SKANEATELES WATERSHED PROGRAM,200 EQUIPMENT,202,Office Equipment & Furnishings,"$2,382 ","$2,500 ","$1,500 ",$200
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,403,Office Supplies,$412 ,$610,$200 ,$610
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,405,Functional Operating Supplies & Expenses,$0,$150 ,$75 ,$150
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,407,Equipment Repair Supplies & Expenses,$0,"$2,000 ",$200 ,"$2,000"
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$544,681 ","$584,450 ","$550,000 ","$564,100"
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development",$625 ,$945 ,$300 ,$945
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,418,Postage & Freight,$0,$250,$0,$0
WATER FUND,SKANEATELES WATERSHED PROGRAM,400 CONTRACTUAL EXPENSES,-,TOTAL: ,"$659,431 ","$704,080","$644,654 ","$659,391"
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,101,Salaries ,"$457,391 ","$467,628","$462,268","$487,176"
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,102,Wages ,"$2,340,185","$2,483,600 ","$2,290,748","$2,347,500"
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,103,Temporary Services,"$17,001","$19,225 ","$18,000","$19,225"
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,104,Overtime,"$454,314 ","$700,000 ","$600,000 ","$700,000"
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,108,Tool Allowance,"$1,200","$1,200",$800,$800
WATER FUND,PLANT SECTION,100 PERSONAL SERVICES,110,Uniform Allowance ,"$11,025 ","$13,475 ","$11,025 ","$12,600"
WATER FUND,PLANT SECTION,200 EQUIPMENT,202,Office Equipment & Furnishings,"$2,635 ","$2,850 ","$2,500 ","$2,850"
WATER FUND,PLANT SECTION,200 EQUIPMENT,206,"Tools, Operating Equipment & Livestock","$224,989","$290,000","$285,000","$290,000"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,401,Motor Equipment Operating Supplies,"$180,844 ","$216,486 ","$200,000 ","$216,486"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,402,Motor Equipment Repair Supplies,"$143,918 ","$235,000","$215,000 ","$236,500"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,403,Office Supplies,"$2,026","$3,500 ","$2,500 ","$3,500"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,405,Functional Operating Supplies & Expenses,"$677,461 ","$900,000 ","$850,000 ","$975,500"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,407,Equipment Repair Supplies & Expenses,"$17,383","$33,000","$25,000 ","$35,500"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,408,Uniforms,"$7,483","$10,600 ","$8,000 ","$11,075"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,411,Utilities,"$414,063 ","$485,000 ","$475,000","$536,400"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$1,061,674 ","$1,135,936 ","$1,025,000 ","$1,147,000"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,416,"Travel, Training & Development","$6,693 ","$7,200","$6,000","$8,050"
WATER FUND,PLANT SECTION,400 CONTRACTUAL EXPENSES,418,Postage & Freight,$0,$300,$100 ,$300
WATER FUND,PLANT SECTION,-,-,TOTAL: ,"$6,020,285","$7,005,000 ","$6,476,941 ","$7,030,462"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Zebra Mussel Control Project,"$33,518",$0,$0,$0
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Kirkpatrick/Solar ,"$26,233","$27,326 ","$27,326 ","$28,419"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Velasko St. Main,"$20,389 ","$21,238 ","$21,238","$22,088"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Skaneateles Lake Watershed Program-1998/99,"$3,149 ","$3,236 ","$3,236","$3,411"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Skaneateles Lake Watershed Program-1999/00,"$41,212 ","$42,356","$42,356 ","$44,646"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Water Transmission Lines,"$47,957","$49,289 ","$49,289 ","$51,953"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,355,Skaneateles Lake Watershed Program-1999/00 ,"$18,786 ","$19,413","$19,413 ","$20,414"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,355,Residential Lead Replacement,"$9,076","$9,378 ","$9,378 ","$9,862"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Lead Service Replacement,"$251,143","$258,529 ","$258,529 ","$273,302"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,375,Skaneateles Lake Watershed Program-1996/97,"$52,846 ","$54,789","$54,789","$56,635"
